,content,polarity
959,RT @Ciudadanos__: La #ReformaLaboral miró para el techo en lo q se refiere a empleo juvenil y de mujeres @AndresVelasco @PDEncuentro921 92.…,1
960,RT @UGT_Comunica: Rajoy insiste en la austeridad y la #ReformaLaboral y olvida los problemas de los ciudadanos https://t.co/Uw7e54oxjV http…,0
961,RT @IvanOlguin: Una #ReformaLaboral que no contenga ninguna propuesta para aumentar la generación de empleo no merece llamarse #ReformaLabo…,1
962,RT @Ciudadanos__: La #ReformaLaboral miró para el techo en lo q se refiere a empleo juvenil y de mujeres @AndresVelasco @PDEncuentro921 92.…,1
963,"RT @hosteleriaugt: Por un trabajo digno, no más #precariedadlaboral #ugt #RazonesParaElNo #reformalaboral https://t.co/HUfITsR4xS",1
964,RT @SocialcumbreS: Rajoy insiste en la #austeridad #ReformaLaboral y olvida a los ciudadanos https://t.co/I1nRt50pGY #investiduraRajoy http…,0
965,RT @Ciudadanos__: La #ReformaLaboral miró para el techo en lo q se refiere a empleo juvenil y de mujeres @AndresVelasco @PDEncuentro921 92.…,1
966,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
967,RT @UGT_Comunica: Rajoy insiste en la austeridad y la #ReformaLaboral y olvida los problemas de los ciudadanos https://t.co/Uw7e54oxjV http…,0
968,RT @Ciudadanos__: La #ReformaLaboral miró para el techo en lo q se refiere a empleo juvenil y de mujeres @AndresVelasco @PDEncuentro921 92.…,1
969,La #ReformaLaboral miró para el techo en lo q se refiere a empleo juvenil y de mujeres @AndresVelasco @PDEncuentro921 92.1Fm,1
970,RT @SocialcumbreS: Rajoy insiste en la #austeridad #ReformaLaboral y olvida a los ciudadanos https://t.co/I1nRt50pGY #investiduraRajoy http…,0
971,RT @UGT_Comunica: Rajoy insiste en la austeridad y la #ReformaLaboral y olvida los problemas de los ciudadanos https://t.co/Uw7e54oxjV http…,0
972,"RT @hosteleriaugt: Por un trabajo digno, no más #precariedadlaboral #ugt #RazonesParaElNo #reformalaboral https://t.co/HUfITsR4xS",1
973,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
974,Claves de la #ReformaLaboral en @elsurcl https://t.co/ktLErY0yNH,1
975,RT @UGT_Comunica: Rajoy insiste en la austeridad y la #ReformaLaboral y olvida los problemas de los ciudadanos https://t.co/Uw7e54oxjV http…,0
976,RT @UGT_Comunica: Rajoy insiste en la austeridad y la #ReformaLaboral y olvida los problemas de los ciudadanos https://t.co/Uw7e54oxjV http…,0
977,"RT @hosteleriaugt: Por un trabajo digno, no más #precariedadlaboral #ugt #RazonesParaElNo #reformalaboral https://t.co/HUfITsR4xS",1
978,RT @SocialcumbreS: Rajoy insiste en la #austeridad #ReformaLaboral y olvida a los ciudadanos https://t.co/I1nRt50pGY #investiduraRajoy http…,0
979,Rajoy insiste en la #austeridad #ReformaLaboral y olvida a los ciudadanos https://t.co/I1nRt50pGY #investiduraRajoy https://t.co/lyi3VdXAef,0
980,RT @STPS_mx: #Boletín Expone @navarreteprida #ReformaLaboral a @Senado_PRI https://t.co/WluTA44aYW https://t.co/ZSrWbMEEGP,1
981,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
982,RT @UGT_Comunica: Rajoy insiste en la austeridad y la #ReformaLaboral y olvida los problemas de los ciudadanos https://t.co/Uw7e54oxjV http…,0
983,Rajoy insiste en la austeridad y la #ReformaLaboral y olvida los problemas de los ciudadanos https://t.co/Uw7e54oxjV https://t.co/3HqSvqNk2a,0
984,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
985,"RT @hosteleriaugt: Por un trabajo digno, no más #precariedadlaboral #ugt #RazonesParaElNo #reformalaboral https://t.co/HUfITsR4xS",1
986,"RT @hosteleriaugt: Por un trabajo digno, no más #precariedadlaboral #ugt #RazonesParaElNo #reformalaboral https://t.co/HUfITsR4xS",1
987,"RT @hosteleriaugt: Por un trabajo digno, no más #precariedadlaboral #ugt #RazonesParaElNo #reformalaboral https://t.co/HUfITsR4xS",1
988,"Por un trabajo digno, no más #precariedadlaboral #ugt #RazonesParaElNo #reformalaboral https://t.co/HUfITsR4xS",1
989,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
990,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
991,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
992,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
993,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
994,#reformalaboral #leymordaza #tasasjudiciales #desahucios ... incompatibles con estado de bienestar No mienta  #RazonesParaElNo,1
995,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
996,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
997,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
998,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
999,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
1000,RT @Berkhl: #investidurarajoy Lo q no ha dicho Rajoy es q hay menos huelgas y protestas por el miedo impuesto por la #leymordaza y la #Refo…,0
1001,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
1002,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
1003,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
1004,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
1005,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
1006,@Pablo_Iglesias_ @agarzon a ver si le recordais a naniano que si no hay conflicitividad laboral es por #LeyMordaza no por #ReformaLaboral,0
1007,RT @f_martinezvidal: .@sanchezcastejon:  Recursos PP al TC: #LeyIgualdad #MatrimoniosMismoSexo #Aborto Recursos PSOE al TC: #ReformaLaboral…,0
1008,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
1009,RT @f_martinezvidal: .@sanchezcastejon:  Recursos PP al TC: #LeyIgualdad #MatrimoniosMismoSexo #Aborto Recursos PSOE al TC: #ReformaLaboral…,0
1010,.@sanchezcastejon:  Recursos PP al TC: #LeyIgualdad #MatrimoniosMismoSexo #Aborto Recursos PSOE al TC: #ReformaLaboral #ReformaLocal #LOMCE,0
1011,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
1012,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
1013,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
1014,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
1015,#investidurarajoy Lo q no ha dicho Rajoy es q hay menos huelgas y protestas por el miedo impuesto por la #leymordaza y la #ReformaLaboral,0
1016,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
1017,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
1018,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
1019,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
1020,Hablar de beneficios de #ReformaLaboral es como hablar del bienestar carcelario. Sin libertad hay miedo #NOesNO @PSOE  #investiduraRajoy,0
1021,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
1022,"RT @AminArias: Sánchez: ""Nuestro NO es un No a la #LOMCE, a la #LeyMordaza, a su #ReformaLaboral"" #investiduraRajoy #NOesNo",1
1023,"Hay que tener mucha, pero mucha jeta para decir lo que está diciendo este tipo sobre la #ReformaLaboral.  #InvestiduraRajoy #RazonesParaElNo",0
1024,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
1025,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
1026,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
1027,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
1028,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
1029,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
1030,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
1031,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
1032,"RT @AminArias: Sánchez: ""Nuestro NO es un No a la #LOMCE, a la #LeyMordaza, a su #ReformaLaboral"" #investiduraRajoy #NOesNo",1
1033,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
1034,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
1035,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
1036,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
1037,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
1038,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
1039,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
1040,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
1041,"RT @GloriaElizo: Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso…",0
1042,"Sánchez muy en contra d la #reformalaboral, Rajoy a full contra la #corrupción.. El #bipartidismo es oralmente maravilloso #investiduraRajoy",0
1043,"¿Pero como puede decir que la #ReformaLaboral no genera ni conflictividad laboral,90% convenio y que ha mejorado? #RazonesparaelNo",0
1044,"RT @AminArias: Sánchez: ""Nuestro NO es un No a la #LOMCE, a la #LeyMordaza, a su #ReformaLaboral"" #investiduraRajoy #NOesNo",1
1045,"RT @AminArias: Sánchez: ""Nuestro NO es un No a la #LOMCE, a la #LeyMordaza, a su #ReformaLaboral"" #investiduraRajoy #NOesNo",1
1046,"RT @AminArias: Sánchez: ""Nuestro NO es un No a la #LOMCE, a la #LeyMordaza, a su #ReformaLaboral"" #investiduraRajoy #NOesNo",1
1047,"RT @AminArias: Sánchez: ""Nuestro NO es un No a la #LOMCE, a la #LeyMordaza, a su #ReformaLaboral"" #investiduraRajoy #NOesNo",1
1048,"RT @AminArias: Sánchez: ""Nuestro NO es un No a la #LOMCE, a la #LeyMordaza, a su #ReformaLaboral"" #investiduraRajoy #NOesNo",1
1049,"Sánchez: ""Nuestro NO es un No a la #LOMCE, a la #LeyMordaza, a su #ReformaLaboral"" #investiduraRajoy #NOesNo",1
1050,Hoy nos toca el @PSOE de la oposición. @sanchezcastejon dice que esta en contra de la #ReformaLaboral del PP https://t.co/I7WiANvkB8,0
1051,La #ReformaLaboral  La bestia Trump https://t.co/IXojnyohQ9,1
1052,"RT @NOalPlanLaboral: https://t.co/mlWBNRIzqo En promulgacion d #ReformaLaboral solo preocupacion es para oposición y empresarios, total @Ba…",1
1053,"https://t.co/mlWBNRIzqo En promulgacion d #ReformaLaboral solo preocupacion es para oposición y empresarios, total @Barbara_figue la aplaude",1
1054,https://t.co/oLNVPGlKtk Continua terror y q contradicción  #ReformaLaboral profundiza pilares dl PLaboral d JPiñera q favorece a empresarios,0
1055,"RT @DeConsueloCielo: Finalmente tenemos a la #ReformaLaboral, uno de los mayores retrocesos para la clase trabajadora, junto a Plan Laboral…",1
1056,RT @Dolores_PL: #ReformaEnergetica FRACASO #ReformaEducativa FRACASO #ReformaLaboral FRACASO #ReformaHacendaria FRACASO.  https://t.co/BTCF…,1
1057,RT @Dolores_PL: #ReformaEnergetica FRACASO #ReformaEducativa FRACASO #ReformaLaboral FRACASO #ReformaHacendaria FRACASO.  https://t.co/BTCF…,1
1058,RT @Dolores_PL: #ReformaEnergetica FRACASO #ReformaEducativa FRACASO #ReformaLaboral FRACASO #ReformaHacendaria FRACASO.  https://t.co/BTCF…,1
1059,RT @Dolores_PL: #ReformaEnergetica FRACASO #ReformaEducativa FRACASO #ReformaLaboral FRACASO #ReformaHacendaria FRACASO.  https://t.co/BTCF…,1
1060,RT @Dolores_PL: #ReformaEnergetica FRACASO #ReformaEducativa FRACASO #ReformaLaboral FRACASO #ReformaHacendaria FRACASO.  https://t.co/BTCF…,1
1061,#ReformaEnergetica FRACASO #ReformaEducativa FRACASO #ReformaLaboral FRACASO #ReformaHacendaria FRACASO.  https://t.co/BTCFCk0sTk,1
1062,RT @Asexma: #Reformalaboral: Dirección del #Trabajo publicaría primeros dictámenes a fines de septiembre https://t.co/Y91x005wOo https://t.…,1
1063,"RT @matiasvan77: la #reformalaboral es la forma que tiene el #pc y el #ps  de tener poder por medio de los sindicatos, asi se perpetuan @lo…",0
1064,"RT @matiasvan77: la #reformalaboral es la forma que tiene el #pc y el #ps  de tener poder por medio de los sindicatos, asi se perpetuan @lo…",0
1065,"Fin Plan Laboral d J Piñera/Bachelet Chao #ReformaLaboral ""Encontrarnos y Organizar""  @GiorgioJackson @gabrielboric https://t.co/3jf3QW3Sui",1
1066,#Reformalaboral: Dirección del #Trabajo publicaría primeros dictámenes a fines de septiembre https://t.co/Y91x005wOo https://t.co/iAH3w1JQVy,1
1067,"la #reformalaboral es la forma que tiene el #pc y el #ps  de tener poder por medio de los sindicatos, asi se perpetuan @lobita0107",0
1068,"RT @AndresVelasco: Se promulgó #ReformaLaboral y todos aspirábamos a más: una reforma pensada para mujeres y jóvenes, pero no fue así https…",1
1069,"RT @AndresVelasco: Se promulgó #ReformaLaboral y todos aspirábamos a más: una reforma pensada para mujeres y jóvenes, pero no fue así https…",1
1070,RT @CNNChile: Presidenta Bachelet promulgó la #ReformaLaboral https://t.co/2qjUNZAIKe #CNNChile https://t.co/tpZCA13nl0,1
1071,"Fernández Vara:""Con los votos del @PSOE ya tendríamos derogada la #LOMCE, #LeyMordaza y #ReformaLaboral"" https://t.co/wdrqhKgail",0
1072,RT @STPS_mx: #Boletín Expone @navarreteprida #ReformaLaboral a @Senado_PRI https://t.co/WluTA44aYW https://t.co/ZSrWbMEEGP,1
1073,"RT @navarreteprida: Entre los logros de @STPS_mx estan la #PazLaboral, #FormalizaciónDelEmpleo, reducción de la tasa de #TrabajoInfantil y…",1
1074,RT @MintrabValpo: Fortaleciendo el liderazgo femenino tras promulgación de #ReformaLaboral https://t.co/H7xQJ6j1I0,1
1075,RT @MintrabValpo: Fortaleciendo el liderazgo femenino tras promulgación de #ReformaLaboral https://t.co/H7xQJ6j1I0,1
1076,Fortaleciendo el liderazgo femenino tras promulgación de #ReformaLaboral https://t.co/H7xQJ6j1I0,1
1077,"RT @RRaboso: ""Reformas adecuadas"" para España, creación de empleo.... Se me abren las carnes. #leymordaza #ReformaLaboral #LOMCE #investidu…",1
1078,"""Reformas adecuadas"" para España, creación de empleo.... Se me abren las carnes. #leymordaza #ReformaLaboral #LOMCE #investiduraRajoy",1
1079,RT @Senado_PRI: Gracias a la #ReformaLaboral se aumentó exponencialmente el número de créditos @CreditoFonacot otorgados a trabajadores: @n…,1
1080,"RT @Segegob_Biobio: Seremi @enriqueinostroz en radio El Conquistador: ""Esta reforma permite actualizar las normas laborales que rigen en Ch…",0
1081,RT @Senado_PRI: Gracias a la #ReformaLaboral se aumentó exponencialmente el número de créditos @CreditoFonacot otorgados a trabajadores: @n…,1
1082,"RT @Segegob_Biobio: Seremi @enriqueinostroz en radio El Conquistador: ""Esta reforma permite actualizar las normas laborales que rigen en Ch…",0
1083,"RT @Segegob_Biobio: Seremi @enriqueinostroz en radio El Conquistador: ""Esta reforma permite actualizar las normas laborales que rigen en Ch…",0
1084,"RT @Segegob_Biobio: Seremi @enriqueinostroz en radio El Conquistador: ""Esta reforma permite actualizar las normas laborales que rigen en Ch…",0
1085,"Seremi @enriqueinostroz en radio El Conquistador: ""Esta reforma permite actualizar las normas laborales que rigen en Chile"" #ReformaLaboral",0
1086,"RT @Stock3015: Promulgación de #ReformaLaboral, salió tan ""rara"" cm las elecciones de @Cutchile.  Y los resultados @Barbara_figue?  https:/…",0
1087,"Seremi @enriqueinostroz en radio El Conquistador: ""Los trabajadores pueden tener certeza en los cambios que habrán con la #ReformaLaboral""",1
1088,"RT @Stock3015: Promulgación de #ReformaLaboral, salió tan ""rara"" cm las elecciones de @Cutchile.  Y los resultados @Barbara_figue?  https:/…",0
1089,"RT @Stock3015: Promulgación de #ReformaLaboral, salió tan ""rara"" cm las elecciones de @Cutchile.  Y los resultados @Barbara_figue?  https:/…",0
1090,"""Aspirábamos a más""-Bachelet sobre #ReformaLaboral https://t.co/eEnRsIMHLi",1
1091,"RT @cristhianlagos: Mientras mayoría lloraba a talentosos cantautor mexicano, minoría sepultaba el sindicalismo sus reivindicaciones en Chi…",1
1092,"RT @Stock3015: Promulgación de #ReformaLaboral, salió tan ""rara"" cm las elecciones de @Cutchile.  Y los resultados @Barbara_figue?  https:/…",0
1093,RT @kalitruri: #ReformaLaboral q promulgó ex agente d AFP y actual Ministra dl trabajo y Previsión no responde a los trabajadores https://t…,0
1094,"RT @Stock3015: Promulgación de #ReformaLaboral, salió tan ""rara"" cm las elecciones de @Cutchile.  Y los resultados @Barbara_figue?  https:/…",0
1095,"RT @AndresVelasco: Se promulgó #ReformaLaboral y todos aspirábamos a más: una reforma pensada para mujeres y jóvenes, pero no fue así https…",1
1096,@24horasTVN 20 minutos a #JuanGabriel; 2 minutos a #ReformaLaboral; 7 minutos a calorías del alcohol y 3 minutos a #JoseBalmes ...,1
1097,"Mientras mayoría lloraba a talentosos cantautor mexicano, minoría sepultaba el sindicalismo sus reivindicaciones en Chile #reformalaboral",1
1098,"Promulgación de #ReformaLaboral, salió tan ""rara"" cm las elecciones de @Cutchile.  Y los resultados @Barbara_figue?  https://t.co/f3Nh90X9MF",0
1099,#ReformaLaboral ¿Qué se viene? Mirada @ciper  https://t.co/kc9boyfcSv RT @NolbertoDiaz @ciudadanatamara @LEOFESER @cpando12 @evaristoreyesmu,0
1100,RT @infinitafm: #JavieraBlanco #ReformaLaboral #DilmaRousseff y más AHORA en #Panorama con @macarenap @valenzuelagabi y @Edsepulvedam |What…,1
1101,RT @infinitafm: #JavieraBlanco #ReformaLaboral #DilmaRousseff y más AHORA en #Panorama con @macarenap @valenzuelagabi y @Edsepulvedam |What…,1
1102,RT @infinitafm: #JavieraBlanco #ReformaLaboral #DilmaRousseff y más AHORA en #Panorama con @macarenap @valenzuelagabi y @Edsepulvedam |What…,1
1103,RT @CNNChile: Presidenta Bachelet promulgó la #ReformaLaboral https://t.co/2qjUNZj7lE #CNNChile https://t.co/tpZCA13nl0,1
1104,"RT @RNchile: @allamand: ""Esta reforma simplemente satisface los anhelos de la CUT y de los sectores más extremos"" #reformalaboral https://t…",1
1105,#JavieraBlanco #ReformaLaboral #DilmaRousseff y más AHORA en #Panorama con @macarenap @valenzuelagabi y @Edsepulvedam |Whatsapp +56965119985,1
1106,RT @sandroriquelme: #Supermercados abusan de #Empacadores no estan incluidos en la #ReformaLaboral cuando jubiles seguiran abusando https:/…,0
1107,RT @clbr71: #UE #reformaLaboral #loiTravail / L'eldorado espagnol ? @Fair_finance @manuelvalls @gerardfiloche @libe @Munerais https://t.co/…,1
1108,RT @clbr71: #UE #reformaLaboral #loiTravail / L'eldorado espagnol ? @Fair_finance @manuelvalls @gerardfiloche @libe @Munerais https://t.co/…,1
1109,#UE #reformaLaboral #loiTravail / L'eldorado espagnol ? @Fair_finance @manuelvalls @gerardfiloche @libe @Munerais https://t.co/R29lOVVCdP,0
1110,#Boletín Expone navarreteprida #ReformaLaboral a Senado_PRI https://t.co/52l1u5pLpH https://t.co/gSBiNGmbBb,1
1111,#Boletín Expone navarreteprida #ReformaLaboral a Senado_PRI https://t.co/tV2zsuX7ui https://t.co/JXdGB41chl,1
1112,#Boletín Expone navarreteprida #ReformaLaboral a Senado_PRI https://t.co/7X4X6ZPLAZ https://t.co/fnsvsPj1Kh,1
1113,#Boletín Expone navarreteprida #ReformaLaboral a Senado_PRI https://t.co/7Szw8ZBNqx https://t.co/U0V4UXkiEV,1
1114,#Boletín Expone navarreteprida #ReformaLaboral a Senado_PRI https://t.co/5PrqYNHa9K https://t.co/1aZBRf3QSR,1
1115,#Boletín Expone navarreteprida #ReformaLaboral a Senado_PRI https://t.co/G3LE3cOqXP https://t.co/TxO1qDz6F1,1
1116,#Boletín Expone navarreteprida #ReformaLaboral a Senado_PRI https://t.co/DuMV3QgxDO https://t.co/ELkJhC2Ogw,1
1117,#Boletín Expone navarreteprida #ReformaLaboral a Senado_PRI https://t.co/B8hyLhzTwL https://t.co/SGB85EHCtm,1
1118,¡Rocío Barrientos  está disponible! https://t.co/qLrR0ZYB0t #reformalaboral #chilevamos,1
1119,#Boletín Expone navarreteprida #ReformaLaboral a Senado_PRI https://t.co/ZbZT4MbaX0 https://t.co/dxBE6KhqNB,1
1120,#Boletín Expone navarreteprida #ReformaLaboral a Senado_PRI https://t.co/A51Ug8RX02 https://t.co/W3YJOly2T7,1
1121,#Boletín Expone navarreteprida #ReformaLaboral a Senado_PRI https://t.co/1fLHquXUtd https://t.co/wCaGEJshKZ,1
1122,#Boletín Expone navarreteprida #ReformaLaboral a Senado_PRI https://t.co/3FzP6xkJpQ https://t.co/IrdSP2lfqv,1
1123,#Boletín Expone navarreteprida #ReformaLaboral a Senado_PRI https://t.co/JS5TkHKLRw https://t.co/C84YKS2ex6,1
1124,#Boletín Expone navarreteprida #ReformaLaboral a Senado_PRI https://t.co/YIREiLrxbX https://t.co/YDnnHTC7Gr,1
1125,#Boletín Expone navarreteprida #ReformaLaboral a Senado_PRI https://t.co/nEfZvo0qMc https://t.co/QR7ceAj5Uo,1
1126,#Boletín Expone navarreteprida #ReformaLaboral a Senado_PRI https://t.co/KeSN9y0bYI https://t.co/u1U8E1RBwn,1
1127,#Boletín Expone navarreteprida #ReformaLaboral a Senado_PRI https://t.co/21lAPS8SXT https://t.co/W7v4stdIqX,1
1128,#Boletín Expone navarreteprida #ReformaLaboral a Senado_PRI https://t.co/3OolUyqkMU https://t.co/SZIeKbLbKw,1
1129,#ReformaLaboral #Bachelet Aspiraba a más.....solo #Aspiro #Neopren,1
1130,#Boletín Expone @navarreteprida #ReformaLaboral a @Senado_PRI https://t.co/WluTA44aYW https://t.co/ZSrWbMEEGP,1
1131,"RT @navarreteprida: Entre los logros de @STPS_mx estan la #PazLaboral, #FormalizaciónDelEmpleo, reducción de la tasa de #TrabajoInfantil y…",1
1132,"RT @leorissetti: Hoy se promulgó #ReformaLaboral, una gran decepción. Vamos a tener q poner + empeño para construir un futuro mejor para lo…",1
1133,RT @supernovaf: @presidencia_cl @MintrabChile @Min_Hacienda Bachelet orgullosa por #ReformaLaboral ES #MonopolioSindical CUT https://t.co/Y…,1
1134,"RT @leorissetti: Hoy se promulgó #ReformaLaboral, una gran decepción. Vamos a tener q poner + empeño para construir un futuro mejor para lo…",1
1135,"RT @AndresVelasco: Se promulgó #ReformaLaboral y todos aspirábamos a más: una reforma pensada para mujeres y jóvenes, pero no fue así https…",1
1136,RT @Senado_PRI: Desde que se aprobó la #ReformaLaboral hay una baja consistente en la tasa de informalidad: Secretario @navarreteprida,0
1137,RT @supernovaf: @presidencia_cl @MintrabChile @Min_Hacienda Bachelet orgullosa por #ReformaLaboral ES #MonopolioSindical CUT https://t.co/Y…,1
1138,RT @Senado_PRI: Gracias a la #ReformaLaboral se aumentó exponencialmente el número de créditos @CreditoFonacot otorgados a trabajadores: @n…,1
1139,RT @CNNChile: Presidenta Bachelet promulgó la #ReformaLaboral https://t.co/2qjUNZj7lE #CNNChile https://t.co/tpZCA13nl0,1
1140,Una #ReformaLaboral para el empresariado y presidenta de la CUT que nunca ha estado en una NC https://t.co/YSbnIkrtQT,1
1141,"RT @raul_morales: Vean (la foto) Sindicalismo cooptado y oficialista exultante, celebrando una pésima #reformalaboral @NOalPlanLaboral http…",1
1142,"RT @AndresVelasco: Se promulgó #ReformaLaboral y todos aspirábamos a más: una reforma pensada para mujeres y jóvenes, pero no fue así https…",1
1143,RT @Senado_PRI: Gracias a la #ReformaLaboral se aumentó exponencialmente el número de créditos @CreditoFonacot otorgados a trabajadores: @n…,1
1144,RT @Senado_PRI: Desde que se aprobó la #ReformaLaboral hay una baja consistente en la tasa de informalidad: Secretario @navarreteprida,0
1145,RT @Senado_PRI: Gracias a la #ReformaLaboral se aumentó exponencialmente el número de créditos @CreditoFonacot otorgados a trabajadores: @n…,1
1146,RT @Senado_PRI: Desde que se aprobó la #ReformaLaboral hay una baja consistente en la tasa de informalidad: Secretario @navarreteprida,0
1147,RT @supernovaf: @presidencia_cl @MintrabChile @Min_Hacienda Bachelet orgullosa por #ReformaLaboral ES #MonopolioSindical CUT https://t.co/Y…,1
1148,Gracias a la #ReformaLaboral se aumentó exponencialmente el número de créditos @CreditoFonacot otorgados a trabajadores: @navarreteprida,1
